,origin,destination,count,delay_rate,avg_delay,avg_diff_flt,dep_arr_count
420,KSEA,KPHX,12,0.8466666666666667,17.171777777777763,-40.650000000000006,837.0
421,KSEA,KPSC,12,0.8466666666666667,17.171777777777763,-0.9833333333333331,837.0
422,KSEA,KSFO,36,0.8466666666666667,17.171777777777763,0.9125000000000026,837.0
423,KSEA,KSLC,18,0.8466666666666667,17.171777777777763,3.1388888888888906,837.0
424,KSEA,KSMF,39,0.8466666666666667,17.171777777777763,1.3910256410256419,837.0
425,KSEA,PANC,36,0.8466666666666667,17.171777777777763,-7.454166666666666,837.0
426,KSFO,CYYC,36,0.8843537414965986,25.896031746031763,-1.1791666666666671,690.0
427,KSFO,EGLL,36,0.8843537414965986,25.896031746031763,13.494444444444449,690.0
428,KSFO,KBOI,39,0.8843537414965986,25.896031746031763,-43.11794871794872,690.0
429,KSFO,KDAL,6,0.8843537414965986,25.896031746031763,-6.691666666666659,690.0
430,KSFO,KLAS,36,0.8843537414965986,25.896031746031763,-14.598611111111113,690.0
431,KSFO,KLAX,42,0.8843537414965986,25.896031746031763,-12.634523809523811,690.0
